,Date,Mention Content,Processed Content,Year-Month,Length
5512,2020-07-06,"RT @cenkuygur: Senate Republicans & @GOPLeader apparently gave advice to @realDonaldTrump on how to deal with #coronavirus according to @washingtonpost: Blame China. Nothing on how to fix the actual healthcare problem, just more racist politics. It's not just Trump, all of @GOP runs on racism.",senate republicans &  apparently gave advice      deal  coronavirus according   blame china nothing    fix  actual healthcare problem   racist politics    trump    runs  racism,2020-07,176
5513,2020-07-06,"They have no platform. RT @cenkuygur: Senate Republicans & @GOPLeader apparently gave advice to @realDonaldTrump on how to deal with #coronavirus according to @washingtonpost: Blame China. Nothing on how to fix the actual healthcare problem, just more racist politics. It's not just Trump, all of @GOP runs on racism.",platform  senate republicans &  apparently gave advice      deal  coronavirus according   blame china nothing    fix  actual healthcare problem   racist politics    trump    runs  racism,2020-07,186
5514,2020-07-06,"RT @KarlMarxJunior: @cenkuygur @GOPLeader @realDonaldTrump @washingtonpost @GOP Serious question: How is GOP blaming China for Coronavirus different than Dems blaming Russia for absolutely everything, including Trump?",serious question   gop blaming china  coronavirus different  dems blaming russia  absolutely everything including trump,2020-07,119
5515,2020-07-06,"RT @drdave1999: Q: IMPOTUS is still blaming China’s slow reveal of the coronavirus for America’s intentionally-inept handling of the pandemic. A: We had epidemiologists in China to watch for such issues. Trump fired them all. Q: So, he’s lying again? A: Like always. https://www.cnn.com/2020/07/05/politics/donald-trump-july-4-coronavirus/index.html",q impotus  still blaming china slow reveal   coronavirus  america intentionally-inept handling   pandemic    epidemiologists  china  watch   issues trump fired   q   lying    always,2020-07,181
5516,2020-07-06,"🤦‍♀️ RT @cenkuygur: Senate Republicans & @GOPLeader apparently gave advice to @realDonaldTrump on how to deal with #coronavirus according to @washingtonpost: Blame China. Nothing on how to fix the actual healthcare problem, just more racist politics. It's not just Trump, all of @GOP runs on racism.",🤦‍♀️  senate republicans &  apparently gave advice      deal  coronavirus according   blame china nothing    fix  actual healthcare problem   racist politics    trump    runs  racism,2020-07,182
5517,2020-07-06,RT @sassy9374: I think I have figured out why tRump decided COVID-19 isn't important anymore. 1.) He is gonna blame China. I know he praised China for their response back in January but come on does it really matter for him to still use it. 2.) China will replace Mexican caravans or join them.,think   figured   trump decided covid-19  important anymore 1    gonna blame china  know  praised china   response back  january  come    really matter    still   2  china  replace mexican caravans  join,2020-07,203
5518,2020-07-06,RT @Tom_Fowdy: Trump's attempt to continually blame China for the covid-19 situation at this stage just seems utterly laughable and not even worth taking seriously. I don't think Americans themselves even buy it anymore.,trump attempt  continually blame china   covid-19 situation   stage  seems utterly laughable   even worth taking seriously   think americans  even buy  anymore,2020-07,159
5519,2020-07-06,"RT @Kim585: @ReallyAmerican1 @TeaPainUSA Trump wants to re-brand #COVIDー19 so that the easily-distracted among us will blame China instead of a president who labeled it a hoax, ensured it would spread like wildfire, ignores the dead and bereaved, and continues to insist it's no big deal. #Corona #Covid_19 #TrumpVirus",trump wants  -brand covidー19    easily-distracted among   blame china instead   president  labeled   hoax ensured   spread  wildfire ignores  dead  bereaved  continues  insist   big deal corona covid_19 trumpvirus,2020-07,213
5520,2020-07-07,"Big data don’t lie ! Just take a look the numbers , who can possibly continue buying in this blame game. RT @Tom_Fowdy: Trump's attempt to continually blame China for the covid-19 situation at this stage just seems utterly laughable and not even worth taking seriously. I don't think Americans themselves even buy it anymore.",big data  lie   take  look  numbers    possibly continue buying   blame game  trump attempt  continually blame china   covid-19 situation   stage  seems utterly laughable   even worth taking seriously   think americans  even buy  anymore,2020-07,237
5521,2020-07-07,"Unfortunately, large number of #Amaricans do still blame #China for #Trump's failure #TrumpHasNoPlan RT @Tom_Fowdy: Trump's attempt to continually blame China for the covid-19 situation at this stage just seems utterly laughable and not even worth taking seriously. I don't think Americans themselves even buy it anymore.",unfortunately large number  amaricans  still blame china  trump failure trumphasnoplan  trump attempt  continually blame china   covid-19 situation   stage  seems utterly laughable   even worth taking seriously   think americans  even buy  anymore,2020-07,247
5522,2020-07-07,"RT @BingWan58599973: @realDonaldTrump The only action Mr. Trump has been taking to fight coronavirus is to blame China. Here you go, the USA accounts for only 5% population in the world, but it’s coronavirus death toll accounts for over 25% in the entire planet. Good job, Mr. one-term president.",action mr trump   taking  fight coronavirus   blame china   go  usa accounts   5% population   world   coronavirus death toll accounts   25%   entire planet good job mr one-term president,2020-07,187
5523,2020-07-07,해결책은 없이 남 탓만 하는 미국정부를 누가 믿겠는가！ RT @Tom_Fowdy: Trump's attempt to continually blame China for the covid-19 situation at this stage just seems utterly laughable and not even worth taking seriously. I don't think Americans themselves even buy it anymore.,해결책은 없이 남 탓만 하는 미국정부를 누가 믿겠는가！  trump attempt  continually blame china   covid-19 situation   stage  seems utterly laughable   even worth taking seriously   think americans  even buy  anymore,2020-07,191
